domain_name, #action, #predicate, #modified_predicates, #PALtuples_fixed_num, #queries_total, #agent_failed, #repeated_queries, #unique_queries, #model_similarity, #time_elapsed, pal_tuple
gripper-typed,3,4,5,1,1,1,0,1,0.8,0.005286455154418945,('pick', 'at_robby|1', <Location.PRECOND: 1>),
